report_id,title,class_rating,county,event_date,latitude,longitude,summary,terrain_roughness_score
26352,Report 26352: Early evening sighting near Moreland,Class A,Coweta County,2007-10-13,33.2706,-84.73555,Report 26352: Early evening sighting near Moreland,0.067
26822,Report 26822: Late-night sighting by motorist couple between Homerville and Edith,Class A,Clinch County,2009-10-07,30.83105,-82.6386,Report 26822: Late-night sighting by motorist couple between Homerville and Edith,0.005
27072,Report 27072: Hunter has a late-afternoon encounter near the Altamaha River,Class A,Wayne County,2008-11-23,31.46641,-81.64665,Report 27072: Hunter has a late-afternoon encounter near the Altamaha River,0.085
27197,Report 27197: Adolescent child has early morning sighting near Chatsworth,Class A,Murray County,2010-01-12,34.8243,-84.72352,Report 27197: Adolescent child has early morning sighting near Chatsworth,0.166
27300,Report 27300: Late-night roadside sighting by a young man outside of Moultrie,Class A,Colquitt County,2009-08-15,31.18562,-83.66153,Report 27300: Late-night roadside sighting by a young man outside of Moultrie,0.074
27888,Report 27888: Man recalls close encounter at dusk as a youth near Macon,Class A,Bibb County,1957-07-15,32.86288,-83.55708,Report 27888: Man recalls close encounter at dusk as a youth near Macon,0.302
28526,Report 28526: Encounter by a squad on maneuvers while training at Fort Stewart,Class A,Liberty County,2004-07-15,31.9853,-81.61756,Report 28526: Encounter by a squad on maneuvers while training at Fort Stewart,0.043
28637,Report 28637: Two fisherman recall a daylight encounter north of Helen,Class A,White County,1993-05-15,34.7673,-83.77811,Report 28637: Two fisherman recall a daylight encounter north of Helen,0.574
29326,Report 29326: Memory told of a nighttime encounter at close range near Blairsville,Class A,Union County,1994-05-15,34.84161,-83.94456,Report 29326: Memory told of a nighttime encounter at close range near Blairsville,0.286
30004,Report 30004: Backyard nighttime sighting in a village outside Rome,Class A,Floyd County,2005-10-10,34.17521,-85.18678,Report 30004: Backyard nighttime sighting in a village outside Rome,0.789
30135,Report 30135: Man recalls encounter with 7 foot tall creature on grandparents farm,Class A,Troup County,1960-11-04,32.96854,-85.02602,Report 30135: Man recalls encounter with 7 foot tall creature on grandparents farm,0.226
31888,Report 31888: Scary encounters outside a rural home near Jackson,Class A,Butts County,2004-10-22,33.34677,-83.90588,Report 31888: Scary encounters outside a rural home near Jackson,0.114
32435,Report 32435: Memories told of activity over several years at a family home near Oglethorpe,Class A,Macon County,1978-06-07,32.2462,-84.08932,Report 32435: Memories told of activity over several years at a family home near Oglethorpe,0.216
32489,Report 32489: Woman sees a bigfoot off HWY 82 west of Withlacoochee,Class A,Atkinson County,2011-11-09,31.35289,-83.08486,Report 32489: Woman sees a bigfoot off HWY 82 west of Withlacoochee,0.055
33115,Report 33115: Two witnesses recall sighting as teens near Monticello,Class A,Jasper County,1986-06-15,33.46372,-83.61285,Report 33115: Two witnesses recall sighting as teens near Monticello,0.054
36006,Report 36006: Man recalls multiple experiences (including a daylight sighting) as a youth near Gainesville,Class A,Hall County,1976-06-15,34.36153,-83.87177,Report 36006: Man recalls multiple experiences (including a daylight sighting) as a youth near Gainesville,0.162
38870,Report 38870: LEO recalls his daylight sighting as a youth with his horses NW of Atlanta,Class A,Paulding County,2004-05-15,34.03528,-84.83903,Report 38870: LEO recalls his daylight sighting as a youth with his horses NW of Atlanta,0.471
38873,Report 38873: Dusk sighting in the middle of the road by a husband and wife while driving outside Cedartown,Class A,Polk County,2012-07-15,34.05198,-85.16238,Report 38873: Dusk sighting in the middle of the road by a husband and wife while driving outside Cedartown,0.145
46328,Report 46328: Motorist has daylight sighting on GA-75 between Helen and Cleveland,Class A,White County,2009-03-30,34.66467,-83.71705,Report 46328: Motorist has daylight sighting on GA-75 between Helen and Cleveland,0.817
48086,Report 48086: Motorist observes large ape-like creature in her headlights on Old Cartersville Rd. near Dallas,Class A,Paulding County,2011-10-19,33.94979,-84.82338,Report 48086: Motorist observes large ape-like creature in her headlights on Old Cartersville Rd. near Dallas,0.247
50075,Report 50075: ROSETTA STONE REPORT: A sasquatch on railroad bed near intersection with power lines -- 16 miles SW of Macon,Class A,Peach County,2015-10-26,32.6399,-83.77092,Report 50075: ROSETTA STONE REPORT: A sasquatch on railroad bed near intersection with power lines -- 16 miles SW of Macon,0.089
56061,Report 56061: Nighttime sighting by a husband and wife driving near Rockmart,Class A,Haralson County,2016-12-03,33.81871,-85.10207,Report 56061: Nighttime sighting by a husband and wife driving near Rockmart,0.044
56752,Report 56752: Man recalls hitting and killing a strange creature with his car near Cochran,Class A,Dodge County,1986-06-11,32.30676,-83.16122,Report 56752: Man recalls hitting and killing a strange creature with his car near Cochran,0.037
57053,Report 57053: Fisherman has up-close daytime encounter with a hairy hominid near Clayton,Class A,Rabun County,2014-11-08,34.8804,-83.31311,Report 57053: Fisherman has up-close daytime encounter with a hairy hominid near Clayton,0.706
59113,Report 59113: Family observed by a Bigfoot while fishing in private wetland near Ray City,Class A,Berrien County,2000-06-15,31.08012,-83.16414,Report 59113: Family observed by a Bigfoot while fishing in private wetland near Ray City,0.049
68899,"Report 68899: Four senior golfers observe a sasquatch next to Whitewater Creek Golf Course, 27 mi south of Atlanta",Class A,Fayette County,2018-12-15,33.37111,-84.508,"Report 68899: Four senior golfers observe a sasquatch next to Whitewater Creek Golf Course, 27 mi south of Atlanta",0.087
69052,Report 69052: Motorists’ sighting at night 8 miles north of Statesboro,Class A,Bulloch County,2019-12-20,32.5754,-81.78378,Report 69052: Motorists’ sighting at night 8 miles north of Statesboro,0.04
73291,Report 73291: Couple's near-miss road-crossing sighting 10 miles south of Trenton,Class A,Dade County,2022-04-15,34.72292,-85.54543,Report 73291: Couple's near-miss road-crossing sighting 10 miles south of Trenton,0.858
77585,Report 77585: YESTERDAY (08/25/24): Motorist spots a bigfoot crossing rural highway 26 miles southwest of Macon,Class A,Peach County,2024-08-25,32.55829,-83.92731,Report 77585: YESTERDAY (08/25/24): Motorist spots a bigfoot crossing rural highway 26 miles southwest of Macon,0.163
79000,Report 79000: Late night sighting of a bigfoot on Fort Stewart Army Base,Class A,Bryan County,2023-06-20,31.95576,-81.43541,Report 79000: Late night sighting of a bigfoot on Fort Stewart Army Base,0.02
511,Report 511: Daylight sighting by duck hunter near Pella.,Class A,Marion County,2000-10-24,41.3675,-92.9008,Report 511: Daylight sighting by duck hunter near Pella.,0.248
1046,Report 1046: Sasquatch surprises hunter in prairie grass while hunting with bb gun,Class A,Hamilton County,2000-11-25,42.47806,-93.82007,Report 1046: Sasquatch surprises hunter in prairie grass while hunting with bb gun,0.211
1197,Report 1197: Several sighting reports near the Racoon River within days of each other.,Class A,Dallas County,1978-11-15,41.59377,-93.974,Report 1197: Several sighting reports near the Racoon River within days of each other.,0.265
1234,Report 1234: Creature observed by witness.,Class A,Clayton County,1970-08-15,43.078,-91.3867,Report 1234: Creature observed by witness.,0.186
1268,"Report 1268: More sightings of a strange creature centering around the town of Ottosen. Other stories told about strange sounds, footprints and animal mutilatations.",Class A,Humboldt County,1978-09-12,42.8674,-94.356,"Report 1268: More sightings of a strange creature centering around the town of Ottosen. Other stories told about strange sounds, footprints and animal mutilatations.",0.009
1270,"Report 1270: Newspaper article about ""The Lockridge Monster.""",Class A,Jefferson County,1975-10-28,40.995,-91.75205,"Report 1270: Newspaper article about ""The Lockridge Monster.""",0.262
1271,"Report 1271: Six foot tall or taller, black creature was observed leaping into the air and disappearing into the trees on a bike trail near the Des Moines River",Class A,Polk County,2000-02-15,41.62183,-93.63804,"Report 1271: Six foot tall or taller, black creature was observed leaping into the air and disappearing into the trees on a bike trail near the Des Moines River",0.215
1274,Report 1274: Bigfoot creature being seen &amp; heard throughout night and footprint evidence found,Class A,Woodbury County,1997-08-09,42.50817,-96.40213,Report 1274: Bigfoot creature being seen &amp; heard throughout night and footprint evidence found,0.141
1554,Report 1554: Multiple witness road-crossing sighting near Nine Eagles State Park,Class A,Decatur County,2000-06-14,40.59604,-93.77783,Report 1554: Multiple witness road-crossing sighting near Nine Eagles State Park,0.109
1630,Report 1630: Separate Iowa incidents over time in Floyd County area,Class A,Floyd County,1977-08-01,43.17215,-92.76577,Report 1630: Separate Iowa incidents over time in Floyd County area,0.309
2170,Report 2170: Youths see unknown hairy primate staring at them from distance,Class A,Humboldt County,2001-04-02,42.72063,-94.22206,Report 2170: Youths see unknown hairy primate staring at them from distance,0.075
2264,Report 2264: Woman sees large upright figure cross road near midnight,Class A,Greene County,1983-07-15,42.0152,-94.3677,Report 2264: Woman sees large upright figure cross road near midnight,0.032
3093,Report 3093: Observation of possibly two animals in or near back yard of apartment complex,Class A,Franklin County,2001-09-01,42.73854,-93.22192,Report 3093: Observation of possibly two animals in or near back yard of apartment complex,0.012
4011,Report 4011: Road crossing sighting in a farm area near Maynard; other incidents in vicinity,Class A,Fayette County,1970-11-30,42.7525,-91.8043,Report 4011: Road crossing sighting in a farm area near Maynard; other incidents in vicinity,0.024
9089,"Report 9089: While heading to cabin at 6:30 a.m., husband and wife have sighting near Wipsipinicon River",Class A,Buchanan County,2004-09-12,42.28422,-91.68192,"Report 9089: While heading to cabin at 6:30 a.m., husband and wife have sighting near Wipsipinicon River",0.044
22147,Report 22147: Artifact hunter describes an unusual daylight encounter in a public hunting area near Van Wert,Class A,Decatur County,1991-09-15,40.8348,-93.85965,Report 22147: Artifact hunter describes an unusual daylight encounter in a public hunting area near Van Wert,0.086
23489,Report 23489: Nighttime sighting near Goeldner Woods County Park,Class A,Madison County,2007-11-22,41.461,-94.045,Report 23489: Nighttime sighting near Goeldner Woods County Park,0.057
25071,"Report 25071: Daylight sighting by a roofing contractor near the Mississippi River, south of Dubuque",Class A,Dubuque County,2007-11-07,42.4104,-90.66615,"Report 25071: Daylight sighting by a roofing contractor near the Mississippi River, south of Dubuque",0.099
25084,Report 25084: Deer hunter observes tall bi-pedal creature running on the other side of a dry riverbed outside Wellman,Class A,Washington County,2006-11-15,41.47445,-91.74585,Report 25084: Deer hunter observes tall bi-pedal creature running on the other side of a dry riverbed outside Wellman,0.041
30530,Report 30530: Late afternoon sighting of a road crossing on Hwy 52 north of Dubuque,Class A,Dubuque County,2011-08-31,42.55997,-90.76557,Report 30530: Late afternoon sighting of a road crossing on Hwy 52 north of Dubuque,0.474
44429,Report 44429: Truck driver watches a Bigfoot chase Deer across US-30 west of Boone,Class A,Boone County,2014-04-04,42.03477,-93.92304,Report 44429: Truck driver watches a Bigfoot chase Deer across US-30 west of Boone,0.271
51678,Report 51678: Multiple sightings on family property near Cascade,Class A,Dubuque County,2015-11-30,42.33531,-90.93558,Report 51678: Multiple sightings on family property near Cascade,0.367
58414,Report 58414: Memory told of a possible daytime sighting while hunting geese outside Carlisle,Class A,Warren County,1982-11-13,41.52387,-93.4371,Report 58414: Memory told of a possible daytime sighting while hunting geese outside Carlisle,0.005
76464,"Report 76464: Large bipedal figure seen by pheasant hunter on public hunting land in Chichaqua Bottoms Greenbelt, near Bondurant",Class A,Polk County,1997-11-29,41.75347,-93.39472,"Report 76464: Large bipedal figure seen by pheasant hunter on public hunting land in Chichaqua Bottoms Greenbelt, near Bondurant",0.003
79913,Report 79913: Nightime sighting by fisherman on Wapsipinicon River 11 miles SW of Clinton,Class A,Clinton County,2006-10-22,41.73963,-90.3583,Report 79913: Nightime sighting by fisherman on Wapsipinicon River 11 miles SW of Clinton,0.078
1796,Report 1796: Elk hunter observes an apparent family group,Class A,Bear Lake County,1983-09-04,42.5149,-111.1241,Report 1796: Elk hunter observes an apparent family group,1.0
1801,Report 1801: Close daylight sighting of animal crossing road near Spirit Lake,Class A,Bonner County,1967-07-29,47.95614,-116.7787,Report 1801: Close daylight sighting of animal crossing road near Spirit Lake,0.089
3292,Report 3292: Mountain goat hunters have encounter with 8'-9' tall biped,Class A,Valley County,1973-08-24,45.08334,-115.75,Report 3292: Mountain goat hunters have encounter with 8'-9' tall biped,1.0
4741,Report 4741: Four witnesses have encounter near McCall,Class A,Valley County,1969-08-16,44.91666,-116.0833,Report 4741: Four witnesses have encounter near McCall,0.061
4987,Report 4987: Deputy sheriff has vehicle near miss with nine foot tall biped,Class A,Adams County,1990-10-31,44.85,-116.4,Report 4987: Deputy sheriff has vehicle near miss with nine foot tall biped,1.0
5720,Report 5720: Night time rabbit hunters spotlight 7' tall biped leaping over 4' sagebrush as it escapes from view,Class A,Owyhee County,1963-06-15,42.79166,-116.25,Report 5720: Night time rabbit hunters spotlight 7' tall biped leaping over 4' sagebrush as it escapes from view,1.0
5767,Report 5767: Multiple sightings by northern Idaho family,Class A,Bonner County,1976-03-15,48.43443,-116.667,Report 5767: Multiple sightings by northern Idaho family,0.941
6391,Report 6391: Camper sees sasquatch across Snake River,Class A,Nez Perce County,1974-06-15,45.9978,-116.9156,Report 6391: Camper sees sasquatch across Snake River,1.0
6929,Report 6929: 16-year-old girl has nighttime sighting near hot springs,Class A,Valley County,1981-07-07,44.75,-115.9167,Report 6929: 16-year-old girl has nighttime sighting near hot springs,0.446
6983,Report 6983: Hunter has early morning sighting near Challis,Class A,Custer County,1975-10-01,44.25028,-114.7503,Report 6983: Hunter has early morning sighting near Challis,1.0
7870,Report 7870: Frightened teen deer hunter feels stalked by large hairy bipedal animal,Class A,Valley County,1996-10-01,44.41666,-115.5833,Report 7870: Frightened teen deer hunter feels stalked by large hairy bipedal animal,0.888
8251,Report 8251: Young deerhunters see moving biped shape and later hear vocalizations.,Class A,Valley County,1985-10-25,45.08334,-115.75,Report 8251: Young deerhunters see moving biped shape and later hear vocalizations.,1.0
10012,Report 10012: Night time encounter with parked trucker and wife near Post Falls.,Class A,Kootenai County,1988-12-03,47.70965,-116.9266,Report 10012: Night time encounter with parked trucker and wife near Post Falls.,0.042
10510,Report 10510: Logger and granddaughter have brief sighting in the Selkirk Mountains,Class A,Bonner County,1969-10-18,48.1143,-116.0558,Report 10510: Logger and granddaughter have brief sighting in the Selkirk Mountains,0.212
11070,"Report 11070: Fisherman sees bipedal, human-looking animal in river",Class A,Clark County,2005-05-09,44.0925,-112.455,"Report 11070: Fisherman sees bipedal, human-looking animal in river",0.034
12158,Report 12158: Young boy views bigfoot through window,Class A,Valley County,1979-02-17,44.58335,-116.0834,Report 12158: Young boy views bigfoot through window,0.0
12913,Report 12913: Long-duration daylight sighting (distant) on Moscow Mountain,Class A,Latah County,2005-07-01,46.8102,-116.8368,Report 12913: Long-duration daylight sighting (distant) on Moscow Mountain,0.868
13692,Report 13692: Daytime sighting by young girl hiking with family north of Fairfield,Class A,Camas County,1988-08-20,43.4082,-114.8281,Report 13692: Daytime sighting by young girl hiking with family north of Fairfield,0.488
16527,Report 16527: Multiple witness incident at night near Idaho Falls,Class A,Bonneville County,2006-11-04,43.41005,-111.7899,Report 16527: Multiple witness incident at night near Idaho Falls,0.44
20802,Report 20802: Woman picking berries with family has daylight sighting near Clark Fork,Class A,Bonner County,1985-08-15,48.255,-116.1475,Report 20802: Woman picking berries with family has daylight sighting near Clark Fork,1.0
20884,Report 20884: Daytime encounter by two people near Rock Creek Road,Class A,Cassia County,2007-08-09,42.21834,-114.2634,Report 20884: Daytime encounter by two people near Rock Creek Road,1.0
22651,Report 22651: Multiple witnesses see multiple figures on the edge of a small lake in the Mallard Larkins Roadless Area,Class A,Clearwater County,2001-09-03,46.94,-115.586,Report 22651: Multiple witnesses see multiple figures on the edge of a small lake in the Mallard Larkins Roadless Area,1.0
23521,Report 23521: Parked trucker has frightening early morning encounter off I-90 near Wallace,Class A,Shoshone County,1996-05-30,47.509,-115.9965,Report 23521: Parked trucker has frightening early morning encounter off I-90 near Wallace,1.0
25156,Report 25156: Very close daylight sighting by a woodcutter driving down a logging road east of Nordman,Class A,Bonner County,1980-10-28,48.6334,-116.934,Report 25156: Very close daylight sighting by a woodcutter driving down a logging road east of Nordman,0.398
26487,Report 26487: Man remembers his nighttime sighting at Bloom Lake north of Sandpoint,Class A,Bonner County,1993-10-31,48.49805,-116.4171,Report 26487: Man remembers his nighttime sighting at Bloom Lake north of Sandpoint,0.83
28709,Report 28709: Several years later bowhunter confirms sighting of Bigfoot family east of Montpelier,Class A,Bear Lake County,1982-09-11,42.5149,-111.1241,Report 28709: Several years later bowhunter confirms sighting of Bigfoot family east of Montpelier,1.0
29357,Report 29357: Husband and wife riding ATV's along the Payette River see a Bigfoot,Class A,Boise County,2009-06-13,44.28265,-115.8714,Report 29357: Husband and wife riding ATV's along the Payette River see a Bigfoot,1.0
38287,Report 38287: Dogs alert homeowner to a late night visitor outside Kamiah,Class A,Idaho County,2013-12-04,46.19614,-141.006,Report 38287: Dogs alert homeowner to a late night visitor outside Kamiah,
50124,Report 50124: Elk hunter has late afternoon sighting near Spencer,Class A,Clark County,2015-10-20,44.41131,-112.2873,Report 50124: Elk hunter has late afternoon sighting near Spencer,1.0
56861,Report 56861: Visitor to a ranch has evening sighting near Priest River,Class A,Bonner County,2015-12-26,48.1964,-116.99,Report 56861: Visitor to a ranch has evening sighting near Priest River,1.0
57248,Report 57248: Late night road crossing sighting near Potlatch on Hwy 95 spooks woman,Class A,Latah County,2011-02-15,46.97822,-116.923,Report 57248: Late night road crossing sighting near Potlatch on Hwy 95 spooks woman,0.532
57970,Report 57970: Memory of a moonlight sighting as a Boy Scout at Payette Lake near McCall,Class A,Valley County,2007-07-01,44.95277,-116.0542,Report 57970: Memory of a moonlight sighting as a Boy Scout at Payette Lake near McCall,0.166
58251,"Report 58251: Wife and husband find tracks, have afternoon sighting near Hellroaring Ridge.",Class A,Bonner County,2017-09-22,48.45359,-116.6339,"Report 58251: Wife and husband find tracks, have afternoon sighting near Hellroaring Ridge.",0.759
59472,Report 59472: Husband and wife see large upright figure leap from road around midnight on Freezeout Saddle near Clarkia,Class A,Shoshone County,2006-08-07,47.02242,-116.0518,Report 59472: Husband and wife see large upright figure leap from road around midnight on Freezeout Saddle near Clarkia,0.621
62182,Report 62182: Dusk sighting by hikers in general vicinity of Tamarack Ski Resort,Class A,Valley County,2018-11-21,44.66862,-116.1155,Report 62182: Dusk sighting by hikers in general vicinity of Tamarack Ski Resort,0.186
63250,Report 63250: ATV rider recalls passing very close to a Bigfoot at dusk in Eight Mile Canyon near Leadore.,Class A,Clark County,2007-07-15,44.0555,-112.9954,Report 63250: ATV rider recalls passing very close to a Bigfoot at dusk in Eight Mile Canyon near Leadore.,1.0
69141,"Report 69141: Camper sighting at night, rocks thrown, on North Fork of Coeur d'Alene River near Enaville",Class A,Shoshone County,2011-08-10,47.61893,-116.2617,"Report 69141: Camper sighting at night, rocks thrown, on North Fork of Coeur d'Alene River near Enaville",1.0
78573,Report 78573: Paddleboarder spots two bigfoots in daylight near edge of the Meanders section of Payette River north of McCall,Class A,Valley County,2024-10-04,45.00769,-116.0634,Report 78573: Paddleboarder spots two bigfoots in daylight near edge of the Meanders section of Payette River north of McCall,0.384
81202,Report 81202: RECENT: A group of teenage campers stalked by a group of sasquatches 16 miles northwest of McCall in Payette National Forest,Class A,Adams County,2026-05-24,44.96884,-116.4362,Report 81202: RECENT: A group of teenage campers stalked by a group of sasquatches 16 miles northwest of McCall in Payette National Forest,0.567
81276,"Report 81276: RECENT: Daylight sighting of a sasquatch by a hiker 53 miles NE of Boise, near Deadwood Dam",Class A,Valley County,2026-06-13,44.29123,-115.6452,"Report 81276: RECENT: Daylight sighting of a sasquatch by a hiker 53 miles NE of Boise, near Deadwood Dam",0.273
202,Report 202: Woman sees black shiny figure standing by tree disappear into forest,Class A,Calhoun County,1998-05-15,39.2949,-90.608,Report 202: Woman sees black shiny figure standing by tree disappear into forest,0.016
2805,"Report 2805: Early morning sighting of creature looking at ""something"" in the snow in Vandalia.",Class A,Fayette County,1975-12-15,38.98,-89.136,"Report 2805: Early morning sighting of creature looking at ""something"" in the snow in Vandalia.",0.013
3474,"Report 3474: One sighting in October near a cabin, then another incident six months later less than a mile away from the first incident",Class A,Johnson County,1989-10-15,37.34339,-88.71672,"Report 3474: One sighting in October near a cabin, then another incident six months later less than a mile away from the first incident",0.004
3521,"Report 3521: Deer hunter sees large hairy black creature that ""plays peekaboo"" near Webster.",Class A,Hancock County,2000-11-15,40.4664,-91.0007,"Report 3521: Deer hunter sees large hairy black creature that ""plays peekaboo"" near Webster.",0.112
4099,Report 4099: Daytime sighting by two arrowhead hunters near Gulfport.,Class A,Henderson County,2004-11-26,40.8139,-91.0863,Report 4099: Daytime sighting by two arrowhead hunters near Gulfport.,0.019
8696,Report 8696: Nighttime sighting of gray upright animal near Kewanee,Class A,Henry County,1999-09-15,41.30412,-89.9595,Report 8696: Nighttime sighting of gray upright animal near Kewanee,0.094
10037,Report 10037: Youth has daylight sighting in corn field near Rock Falls.,Class A,Whiteside County,2004-12-22,41.7798,-89.689,Report 10037: Youth has daylight sighting in corn field near Rock Falls.,0.053
10197,Report 10197: Two squirrel hunters have sighting near Shoal Creek.,Class A,Montgomery County,1992-09-14,39.06,-89.558,Report 10197: Two squirrel hunters have sighting near Shoal Creek.,0.181
10535,Report 10535: Two teens have daylight sighting near Alton.,Class A,Madison County,2004-07-08,38.92241,-90.16171,Report 10535: Two teens have daylight sighting near Alton.,0.206
10892,Report 10892: Youth has daylight sighting in swampy area near Canton Lake.,Class A,Fulton County,1980-04-12,40.5332,-90.0594,Report 10892: Youth has daylight sighting in swampy area near Canton Lake.,0.186
10910,Report 10910: Hunter has daylight sighting near Sandoval.,Class A,Marion County,1989-10-14,38.68707,-89.09732,Report 10910: Hunter has daylight sighting near Sandoval.,0.039
11273,Report 11273: Youth has sighting along abandoned railroad line on edge of West Frankfort.,Class A,Franklin County,1979-08-17,37.91,-88.929,Report 11273: Youth has sighting along abandoned railroad line on edge of West Frankfort.,0.06
11831,Report 11831: Snake hunter has daytime sighting near Seneca.,Class A,Grundy County,2005-06-02,41.3368,-88.562,Report 11831: Snake hunter has daytime sighting near Seneca.,0.327
11911,Report 11911: Campers have lengthy nighttime encounter near Seneca.,Class A,La Salle County,1983-07-23,41.295,-88.595,Report 11911: Campers have lengthy nighttime encounter near Seneca.,0.323
12140,Report 12140: Two teenagers have sighting east of Seneca,Class A,Grundy County,1979-06-09,41.33,-88.55,Report 12140: Two teenagers have sighting east of Seneca,0.05
12439,Report 12439: Three men have daylight sighting near Seneca,Class A,Grundy County,2005-06-10,41.3368,-88.562,Report 12439: Three men have daylight sighting near Seneca,0.327
12984,Report 12984: Nighttime sighting by motorists east of Carpentersville,Class A,Cook County,1968-09-28,42.1295,-88.1577,Report 12984: Nighttime sighting by motorists east of Carpentersville,0.115
14404,Report 14404: Several sightings and strange occurences near a residence west of Goodwine,Class A,Iroquois County,2003-09-06,40.34057,-87.47077,Report 14404: Several sightings and strange occurences near a residence west of Goodwine,0.004
14872,Report 14872: Nighttime sighting and possible footprints found by homeowner near Edwardsville,Class A,Madison County,2006-06-08,38.4763,-89.54485,Report 14872: Nighttime sighting and possible footprints found by homeowner near Edwardsville,0.009
15007,Report 15007: Daylight sighting by resident near Vermont Lake,Class A,McDonough County,2004-09-11,40.316,-90.459,Report 15007: Daylight sighting by resident near Vermont Lake,0.099
15251,Report 15251: Multiple witness motorist sighting on Rt 36 east of Riverton.,Class A,Sangamon County,1995-12-15,39.853,-89.5,Report 15251: Multiple witness motorist sighting on Rt 36 east of Riverton.,0.003
15347,Report 15347: Deer hunter has early morning sighting from tree stand near Pearl City,Class A,Stephenson County,2003-10-26,42.21,-89.85,Report 15347: Deer hunter has early morning sighting from tree stand near Pearl City,0.23
19910,Report 19910: Nighttime sighting by property owner near Kishwaukee River.,Class A,Winnebago County,1994-10-22,42.1846,-89.022,Report 19910: Nighttime sighting by property owner near Kishwaukee River.,0.127
23104,Report 23104: Motorist and son observe road crossing near Spitler Woods State Park,Class A,Macon County,2006-10-05,39.781,-88.867,Report 23104: Motorist and son observe road crossing near Spitler Woods State Park,0.109
23395,Report 23395: Deer hunters have close sighting along Dry Fork Creek.,Class A,Bond County,2006-10-16,38.946,-89.582,Report 23395: Deer hunters have close sighting along Dry Fork Creek.,0.068
23418,Report 23418: Camper has nighttime sighting outside of Bunker Hill,Class A,Macoupin County,1994-07-04,39.06,-89.98351,Report 23418: Camper has nighttime sighting outside of Bunker Hill,0.086
23949,Report 23949: Turkey hunter has early morning sighting near Rozetta,Class A,Henderson County,2008-05-03,40.9452,-90.9009,Report 23949: Turkey hunter has early morning sighting near Rozetta,0.239
24147,Report 24147: Creature seen at a flooded rock quarry near Hampton,Class A,Rock Island County,1969-09-01,41.55965,-90.40675,Report 24147: Creature seen at a flooded rock quarry near Hampton,0.401
24354,Report 24354: Hunter has sighting from his deer stand near Detroit,Class A,Pike County,2007-11-16,39.607,-90.64,Report 24354: Hunter has sighting from his deer stand near Detroit,0.371
24544,Report 24544: Motorist has a nighttime sighting near Karnak.,Class A,Pulaski County,1999-10-02,37.289,-88.9963,Report 24544: Motorist has a nighttime sighting near Karnak.,0.014
24997,Report 24997: Hiker has nighttime sighting near Carlyle,Class A,Clinton County,2007-10-27,38.567,-89.341,Report 24997: Hiker has nighttime sighting near Carlyle,0.005
25267,Report 25267: Memory told of a sasquatch standing in headlights on Christmas Eve west of St. Jacob,Class A,Madison County,1980-12-24,38.72226,-89.80125,Report 25267: Memory told of a sasquatch standing in headlights on Christmas Eve west of St. Jacob,0.057
25273,"Report 25273: Possible sighting, wood knocks and vocalizations west of Girard",Class A,Macoupin County,2008-11-08,39.26776,-89.48787,"Report 25273: Possible sighting, wood knocks and vocalizations west of Girard",0.02
25809,Report 25809: Resident has recent daylight sighting while retrieving cattle near Godfrey,Class A,Madison County,2009-04-08,38.9951,-90.1451,Report 25809: Resident has recent daylight sighting while retrieving cattle near Godfrey,0.065
26905,Report 26905: Fisherman has closeup encounter with a juvenile near Kankakee,Class A,Kankakee County,1973-05-13,41.16124,-87.58124,Report 26905: Fisherman has closeup encounter with a juvenile near Kankakee,0.009
27374,Report 27374: Man remembers his daytime sighting as a youth living south of Hennepin,Class A,Putnam County,1986-11-29,41.2285,-89.3211,Report 27374: Man remembers his daytime sighting as a youth living south of Hennepin,0.181
28110,Report 28110: Night fisherman has sighting at Clinton Lake boat docks,Class A,De Witt County,2009-06-27,40.19732,-88.724,Report 28110: Night fisherman has sighting at Clinton Lake boat docks,0.141
28423,Report 28423: Man recalls his face to face daylight encounter in Siloam Springs State Park,Class A,Adams County,1972-10-29,39.93521,-89.88871,Report 28423: Man recalls his face to face daylight encounter in Siloam Springs State Park,0.02
28429,Report 28429: Deer hunter has sighting at dusk near Jubilee College State Park,Class A,Peoria County,2007-10-27,40.82944,-89.73378,Report 28429: Deer hunter has sighting at dusk near Jubilee College State Park,0.079
28484,Report 28484: Vocalizations and a sighting with a spotlight near Murrayville,Class A,Morgan County,2006-07-22,39.57463,-90.24173,Report 28484: Vocalizations and a sighting with a spotlight near Murrayville,0.03
28516,Report 28516: Memory told of a daytime sighting near Edwardsville,Class A,Madison County,1978-10-21,38.7774,-90.012,Report 28516: Memory told of a daytime sighting near Edwardsville,0.247
28533,Report 28533: Daylight sighting by a motorist near Lake Jacksonville,Class A,Morgan County,2005-11-19,39.6548,-90.18651,Report 28533: Daylight sighting by a motorist near Lake Jacksonville,0.072
28534,Report 28534: Runner has sighting near home south of Jacksonville,Class A,Morgan County,2006-08-26,39.53747,-90.17564,Report 28534: Runner has sighting near home south of Jacksonville,0.097
28545,Report 28545: Man tells of the strange occurrences and his sighting as a teenager near Buckhart,Class A,Sangamon County,1976-09-18,39.7721,-89.4691,Report 28545: Man tells of the strange occurrences and his sighting as a teenager near Buckhart,0.106
28568,Report 28568: Nighttime sighting near a dumpster by a bicyclist in Canton,Class A,Fulton County,2010-10-17,40.5658,-90.0055,Report 28568: Nighttime sighting near a dumpster by a bicyclist in Canton,0.008
28703,Report 28703: Motorist has daylight sighting southwest of Taylorville,Class A,Christian County,2008-09-28,39.5075,-89.3469,Report 28703: Motorist has daylight sighting southwest of Taylorville,0.016
